Date,actual,predicted
2019-03-22,361.01001,363.56312207072057
2019-03-25,366.230011,364.4867783768277
2019-03-26,359.970001,360.59159017423616
2019-03-27,353.369995,353.7692534638965
2019-03-28,354.609985,351.4744093204088
2019-03-29,356.559998,355.4944885492042
2019-04-01,366.959991,366.22373244843556
2019-04-02,367.720001,364.95169619947245
2019-04-03,369.75,370.2825269090661
2019-04-04,367.880005,365.4640457491963
2019-04-05,365.48999,366.3024901725149
2019-04-08,361.410004,361.77852605341167
2019-04-09,364.709991,364.386631811027
2019-04-10,363.920013,365.51282225709065
2019-04-11,367.649994,365.88541237310403
2019-04-12,351.140015,353.3080746065034
2019-04-15,348.869995,345.45504109607447
2019-04-16,359.459991,361.9243164386328
2019-04-17,354.73999,357.20172241383636
2019-04-18,360.350006,356.969109097538
2019-04-22,377.339996,373.6559360110897
2019-04-23,381.890015,382.80366914882313
2019-04-24,374.230011,375.7064096639079
2019-04-25,368.329987,367.8198348513562
2019-04-26,374.850006,372.1796410767789
2019-04-29,371.829987,370.86955648921224
2019-04-30,370.540009,372.62060496476283
2019-05-01,378.809998,383.1537564470999
2019-05-02,379.059998,379.6857859491676
2019-05-03,385.029999,381.9089382895042
2019-05-06,378.670013,379.59101672717424
2019-05-07,370.459991,370.3064307458977
2019-05-08,364.369995,363.7817305986517
2019-05-09,362.75,356.96530498626237
2019-05-10,361.040009,357.56573178327176
2019-05-13,345.26001,346.6649884114894
2019-05-14,345.609985,344.83322930882224
2019-05-15,354.98999,352.05618707937293
2019-05-16,359.309998,360.6036447433769
2019-05-17,354.450012,357.0435684206303
2019-05-20,348.109985,347.57647502448566
2019-05-21,354.269989,354.5514071784389
2019-05-22,359.730011,367.2822052252289
2019-05-23,352.209991,350.80503614876574
2019-05-24,354.390015,357.40995751408656
2019-05-28,355.059998,359.2934760084747
2019-05-29,349.190002,347.7492487610875
2019-05-30,351.850006,351.7417225480099
2019-05-31,343.279999,345.60054165398594
2019-06-03,336.630005,338.0062106131718
2019-06-04,353.399994,350.66186207203435
2019-06-05,355.730011,352.62459096823073
2019-06-06,357.130005,355.36735337036487
2019-06-07,360.869995,362.18747242012773
2019-06-10,352.01001,354.69116626876473
2019-06-11,351.269989,351.8868988666258
2019-06-12,345.559998,346.24183885236937
2019-06-13,343.429993,341.9367712357244
2019-06-14,339.730011,338.7348056608075
2019-06-17,350.619995,349.41181817435614
2019-06-18,357.119995,358.96458004204834
2019-06-19,363.519989,359.7459166511364
2019-06-20,365.209991,365.6316689376261
2019-06-21,369.209991,370.55730851232215
2019-06-24,371.040009,374.2471170929634
2019-06-25,360.299988,360.8596727390709
2019-06-26,362.200012,365.84858545935367
2019-06-27,370.019989,369.3244544431012
2019-06-28,367.320007,367.0872990133239
2019-07-01,374.600006,375.106503200848
2019-07-02,375.429993,372.20182774809194
2019-07-03,381.720001,380.33466822031073
2019-07-05,380.549988,378.6919315485513
2019-07-08,376.160004,376.1806231244801
2019-07-09,379.929993,382.700938565647
2019-07-10,381.0,367.35118169771107
2019-07-11,379.5,382.1802471396935
2019-07-12,373.25,375.13021307791365
2019-07-15,366.600006,365.1920259858234
2019-07-16,365.98999,367.20643316397627
2019-07-17,362.440002,363.9434415717235
2019-07-18,325.209991,328.3042608709702
2019-07-19,315.100006,318.89029323075994
2019-07-22,310.619995,310.2273345317462
2019-07-23,307.299988,309.1256371215472
2019-07-24,317.940002,315.84544150373836
2019-07-25,326.459991,324.21783445772434
2019-07-26,335.779999,334.0593994550268
2019-07-29,332.700012,330.65153176093554
2019-07-30,325.929993,324.96756353899866
2019-07-31,322.98999,324.95061374297995
2019-08-01,319.5,323.3355590951394
2019-08-02,318.829987,314.58977322691
2019-08-05,307.630005,308.1747448243847
2019-08-06,310.100006,307.5469715747872
2019-08-07,304.290009,300.25824388913634
2019-08-08,315.899994,311.71972987583274
2019-08-09,308.929993,309.43645146007805
2019-08-12,310.829987,309.62894610037534
2019-08-13,312.279999,313.778991610071
2019-08-14,299.109985,300.3676008248358
2019-08-15,295.76001,291.3154260197982
2019-08-16,302.799988,300.69894567113056
2019-08-19,309.380005,309.45089024651895
2019-08-20,298.98999,299.61041847085835
2019-08-21,297.809998,298.37686972539075
2019-08-22,296.929993,295.56918516438583
2019-08-23,291.440002,294.47657844198295
2019-08-26,294.980011,294.51543251244544
2019-08-27,291.029999,290.4098689032114
2019-08-28,291.769989,290.75509369132203
2019-08-29,296.779999,298.9790296703077
2019-08-30,293.75,292.4345732838946
2019-09-03,289.290009,290.9886335673597
2019-09-04,291.519989,288.3663201709162
2019-09-05,293.25,290.32333364060514
2019-09-06,290.170013,288.3255450671521
2019-09-09,294.339996,296.90182590950644
2019-09-10,287.98999,289.4172331305815
2019-09-11,288.269989,290.5257359946903
2019-09-12,288.859985,290.62390383628684
2019-09-13,294.149994,295.1141912185601
2019-09-16,294.290009,293.2021519719139
2019-09-17,298.600006,295.99120538549283
2019-09-18,291.559998,289.9655864701794
2019-09-19,286.600006,286.94339275035054
2019-09-20,270.75,271.86736578143405
2019-09-23,265.920013,267.70207121607615
2019-09-24,254.589996,257.0043547693264
2019-09-25,264.75,263.02130153250386
2019-09-26,263.309998,262.8801740620386
2019-09-27,263.079987,262.6993658805288
2019-09-30,267.619995,267.066245246558
2019-10-01,269.579987,268.7853714357742
2019-10-02,268.029999,267.2328529042762
2019-10-03,268.149994,260.03862323217237
2019-10-04,272.790009,272.92621117737076
2019-10-07,274.459991,275.3496425755864
2019-10-08,270.720001,273.29969315607366
2019-10-09,267.529999,266.5793256683882
2019-10-10,280.480011,276.86556768271373
2019-10-11,282.929993,285.7002594316178
2019-10-14,285.529999,284.91431443534407
2019-10-15,284.25,282.1724911671533
2019-10-16,286.279999,286.27153285930524
2019-10-17,293.350006,297.38856152920016
2019-10-18,275.299988,278.93437674893005
2019-10-21,278.049988,275.8641323852813
2019-10-22,266.690002,270.71252584630247
2019-10-23,271.269989,271.7216998826359
2019-10-24,271.5,271.18953297888817
2019-10-25,276.820007,275.82758523885525
2019-10-28,281.859985,283.6395868765559
2019-10-29,281.209991,280.34588067107296
2019-10-30,291.450012,290.7703111744488
2019-10-31,287.410004,286.38332123997196
2019-11-01,286.809998,284.5683807797161
2019-11-04,292.859985,293.1937071591431
2019-11-05,288.029999,288.00800084867586
2019-11-06,288.589996,288.15394401476624
2019-11-07,289.570007,294.644462120084
2019-11-08,291.570007,291.9147564681049
2019-11-11,294.179993,294.21235477708444
2019-11-12,292.01001,290.12320851264656
2019-11-13,283.109985,285.0921662820062
2019-11-14,289.619995,289.21462078848526
2019-11-15,295.029999,292.3886930602404
2019-11-18,302.570007,301.08098003573906
2019-11-19,302.600006,301.02535034404673
2019-11-20,305.160004,306.78722431165374
2019-11-21,311.690002,310.1248648768601
2019-11-22,310.480011,307.2926194359691
2019-11-25,315.549988,311.57538540978874
2019-11-26,312.48999,313.73172454549854
2019-11-27,315.929993,315.4008685839192
2019-11-29,314.660004,314.48785801492426
2019-12-02,309.98999,305.8044947576112
2019-12-03,306.160004,306.1452953607855
2019-12-04,304.320007,304.27169095145985
2019-12-05,302.859985,300.99541756537536
2019-12-06,307.350006,305.5905590761988
2019-12-09,302.5,306.69545531628455
2019-12-10,293.119995,295.61450829038824
2019-12-11,298.929993,298.35150899436724
2019-12-12,298.440002,298.11012701179806
2019-12-13,298.5,300.16245396193233
2019-12-16,304.209991,302.9192286860916
2019-12-17,315.480011,314.65553837550897
2019-12-18,320.799988,323.48269094590006
2019-12-19,332.220001,331.32537404063123
2019-12-20,336.899994,334.3967254897023
2019-12-23,333.100006,332.6659273370524
2019-12-24,333.200012,333.37457795078694
2019-12-26,332.630005,334.08968189311656
2019-12-27,329.089996,328.1029248965273
2019-12-30,323.309998,324.21398110405516
2019-12-31,323.570007,323.70430810362166
2020-01-02,329.809998,328.24883968806023
2020-01-03,325.899994,328.3303538668401
2020-01-06,335.829987,331.81406401699786
2020-01-07,330.75,331.78918261118065
2020-01-08,339.26001,340.10286516841
2020-01-09,335.660004,337.16836116332786
2020-01-10,329.049988,330.13290301432073
2020-01-13,338.920013,338.85901089875006
2020-01-14,338.690002,338.2092413331156
2020-01-15,339.070007,340.72093158413054
2020-01-16,338.619995,337.46794674035255
2020-01-17,339.670013,338.9008360251346
2020-01-21,338.109985,335.76852125706785
2020-01-22,326.0,329.73895565713906
2020-01-23,349.600006,344.5906452870819
2020-01-24,353.160004,356.4545976030514
2020-01-27,342.880005,346.89218381228085
2020-01-28,348.519989,348.72950434055775
2020-01-29,343.160004,341.08394090168406
2020-01-30,347.73999,345.2982921241835
2020-01-31,345.089996,342.405991618385
2020-02-03,358.0,356.27367586287335
2020-02-04,369.01001,363.8919658755535
2020-02-05,369.670013,364.90116488126756
2020-02-06,366.950012,365.39997873167925
2020-02-07,366.769989,369.2698759386262
2020-02-10,371.070007,370.70921860202236
2020-02-11,373.690002,374.05642804620743
2020-02-12,380.01001,379.1380502576401
2020-02-13,381.399994,383.3248417663181
2020-02-14,380.399994,382.8942444833933
2020-02-18,387.779999,387.3872730468637
2020-02-19,386.190002,389.51208665066576
2020-02-20,386.0,380.9005761534904
2020-02-21,380.070007,380.9013961890761
2020-02-24,368.700012,368.2371780740044
2020-02-25,360.089996,363.14688557162754
2020-02-26,379.23999,377.7529633103069
2020-02-27,371.709991,386.7720983879895
2020-02-28,369.029999,368.30664843825554
2020-03-02,381.049988,372.59043286732026
2020-03-03,368.769989,379.5014514888781
2020-03-04,383.790009,376.77912178556994
2020-03-05,372.779999,379.04567536558903
2020-03-06,368.970001,361.9123619005399
2020-03-09,346.48999,352.8516314590745
2020-03-10,364.130005,355.8565036405737
2020-03-11,349.920013,350.43002490276456
2020-03-12,315.25,318.0274283055037
2020-03-13,336.299988,315.9538654313608
2020-03-16,298.839996,317.9740105577506
2020-03-17,319.75,305.8192576127131
2020-03-18,315.470001,323.14994140803094
2020-03-19,332.029999,336.83587807105243
2020-03-20,332.829987,340.58967964257175
2020-03-23,360.269989,356.72094533140444
2020-03-24,357.320007,358.8054127544358
2020-03-25,342.390015,343.88774984889596
2020-03-26,362.98999,357.490700799236
2020-03-27,357.119995,361.70175653961894
2020-03-30,370.959991,373.29873485214273
2020-03-31,375.5,378.81067177360717
2020-04-01,364.079987,366.97397045954716
2020-04-02,370.079987,366.2516154666066
2020-04-03,361.76001,361.9935973998654
2020-04-06,379.959991,374.24008622563423
2020-04-07,372.279999,372.6006932179455
2020-04-08,371.119995,373.10585778140444
2020-04-09,370.720001,365.7476431383132
2020-04-13,396.720001,391.091698026198
2020-04-14,413.549988,411.5528880836701
2020-04-15,426.75,430.1396569030053
2020-04-16,439.170013,443.43040654780833
2020-04-17,422.959991,419.16127165370756
2020-04-20,437.48999,439.5527945401101
2020-04-21,433.829987,432.43346238724297
2020-04-22,421.420013,420.0256499134323
2020-04-23,426.700012,434.991908678005
2020-04-24,424.98999,419.79484709254007
2020-04-27,421.380005,425.1789349354849
2020-04-28,403.829987,407.22327728867566
2020-04-29,411.890015,407.6266283625416
2020-04-30,419.850006,419.7322274966721
2020-05-01,415.269989,422.7203105112478
2020-05-04,428.149994,424.1848004390131
2020-05-05,424.679993,425.75050539305914
2020-05-06,434.26001,435.40296752830477
2020-05-07,436.529999,433.76304919478656
2020-05-08,435.549988,440.2260102582009
2020-05-11,440.519989,442.7511027492988
2020-05-12,431.820007,435.1326871549062
2020-05-13,438.269989,437.7370086120702
2020-05-14,441.950012,441.1741477231852
2020-05-15,454.190002,449.4874700877902
2020-05-18,452.579987,449.29753820154866
2020-05-19,451.040009,455.71691664021307
2020-05-20,447.670013,447.3871848640403
2020-05-21,436.25,434.2486038152588
2020-05-22,429.320007,430.8462475904629
2020-05-26,414.769989,416.6984040977063
2020-05-27,419.890015,407.94902455571275
2020-05-28,413.440002,416.82642084620113
2020-05-29,419.730011,415.41875863868717
2020-06-01,425.920013,422.7641321558863
2020-06-02,427.309998,422.1574560128456
2020-06-03,421.970001,420.0167708406265
2020-06-04,414.329987,417.1676028428192
2020-06-05,419.600006,414.9268783420552
2020-06-08,419.48999,412.13187004212267
2020-06-09,434.049988,431.03593924493754
2020-06-10,434.480011,434.7309570117561
2020-06-11,425.559998,438.5338628730813
2020-06-12,418.070007,419.36230955601974
2020-06-15,425.5,420.64445244364515
2020-06-16,436.130005,435.0280050138281
2020-06-17,447.769989,446.8428153414833
2020-06-18,449.869995,447.2679872282922
2020-06-19,453.720001,450.49593808194015
2020-06-22,468.040009,465.2486011562693
2020-06-23,466.26001,471.1929498135419
2020-06-24,457.850006,459.6290550277038
2020-06-25,465.910004,461.38320737433827
2020-06-26,443.399994,447.8020794224379
2020-06-29,447.23999,436.49173760014037
2020-06-30,455.040009,453.67897857501237
2020-07-01,485.640015,480.5931856358782
2020-07-02,476.890015,482.80729514959205
2020-07-06,493.809998,494.89279496024983
2020-07-07,493.160004,498.19594093292113
2020-07-08,502.779999,500.20245484333265
2020-07-09,507.76001,499.66787738216647
2020-07-10,548.72998,541.7873254548607
2020-07-13,525.5,535.3738093195999
2020-07-14,524.880005,502.34064552686027
2020-07-15,523.26001,521.8145600348228
2020-07-16,527.390015,516.9820261460011
2020-07-17,492.98999,494.8740009292071
2020-07-20,502.410004,497.7680105266484
2020-07-21,490.100006,492.46239417839314
2020-07-22,489.820007,492.6111919802808
2020-07-23,477.579987,476.359808311035
2020-07-24,480.450012,482.390900985877
2020-07-27,495.649994,492.89337895601113
2020-07-28,488.51001,491.1434290529515
2020-07-29,484.480011,488.2147513767018
2020-07-30,485.799988,484.5632205482007
2020-07-31,488.880005,490.74630355751503
2020-08-03,498.619995,500.2771161126145
2020-08-04,509.640015,508.27120607025415
2020-08-05,502.109985,504.0762813255218
2020-08-06,509.079987,505.14559505523886
2020-08-07,494.730011,492.36316693429075
2020-08-10,483.380005,484.5381586072009
2020-08-11,466.929993,470.2858904288008
2020-08-12,475.470001,479.4179159553912
2020-08-13,481.329987,481.79140941622074
2020-08-14,482.679993,485.246821526713
2020-08-17,482.350006,481.8716860070703
2020-08-18,491.869995,491.7843870408357
2020-08-19,484.529999,486.0220094941243
2020-08-20,497.899994,495.37718876080595
2020-08-21,492.309998,492.8543930927823
2020-08-24,488.809998,489.80973945029734
2020-08-25,490.579987,489.56349477320146
2020-08-26,547.530029,536.4158770289666
2020-08-27,526.27002,527.2691423999173
2020-08-28,523.890015,529.4374934117229
2020-08-31,529.559998,526.9786428412293
2020-09-01,556.549988,552.2022339502015
2020-09-02,552.840027,542.7262445457292
2020-09-03,525.75,532.6636340566225
2020-09-04,516.049988,497.3374345574624
2020-09-08,507.019989,513.8721571302441
2020-09-09,500.190002,497.96765518918596
2020-09-10,480.670013,485.44042887210935
2020-09-11,482.029999,484.34620277883306
2020-09-14,476.26001,479.83722513964415
2020-09-15,495.98999,492.7792292558163
2020-09-16,483.859985,489.89754887872425
2020-09-17,470.200012,468.1590323001984
2020-09-18,469.959991,466.61114347426496
2020-09-21,487.350006,482.2222087194109
2020-09-22,491.170013,483.3706029274881
2020-09-23,470.609985,472.7970939121224
2020-09-24,473.079987,473.6346112598079
2020-09-25,482.880005,477.3535664139422
2020-09-28,490.649994,482.38547956578793
2020-09-29,493.480011,492.64039071526264
2020-09-30,500.029999,499.4536734171933
2020-10-01,527.51001,522.5405669422157
2020-10-02,503.059998,512.9790232824396
2020-10-05,520.650024,513.6979507048301
2020-10-06,505.869995,509.29998091069933
2020-10-07,534.659973,530.9977366171128
2020-10-08,531.789978,527.5189367770856
2020-10-09,539.440002,541.0577351799335
2020-10-12,539.809998,542.91639156738
2020-10-13,554.090027,551.3210651005178
2020-10-14,541.450012,552.7809716133486
2020-10-15,541.940002,541.7267664952101
2020-10-16,530.789978,537.4239401985225
2020-10-19,530.719971,531.6869353500739
2020-10-20,525.419983,528.6391994088805
2020-10-21,489.049988,496.3995107457633
2020-10-22,485.230011,485.127426851069
2020-10-23,488.279999,484.5352072865932
2020-10-26,488.23999,488.2225700251985
2020-10-27,488.929993,484.94677771810643
2020-10-28,486.23999,490.26819400943134
2020-10-29,504.209991,500.8840436971612
2020-10-30,475.73999,480.40164347803125
2020-11-02,484.119995,481.77556191681253
2020-11-03,487.220001,487.99640786135785
2020-11-04,496.950012,504.175699703336
2020-11-05,513.76001,513.7887794610135
2020-11-06,514.72998,505.20531405835067
2020-11-09,470.5,478.8174340320112
2020-11-10,480.23999,475.6878527998085
2020-11-11,490.76001,486.19799810663096
2020-11-12,486.769989,486.8271332646487
2020-11-13,482.839996,481.2733761546935
2020-11-16,479.100006,482.4935750921828
